frequency_hz,44100_common_measured_db,44100_common_fitted_db,44100_bank_measured_db,44100_half0_theory_db,44100_half1_theory_db,48000_common_measured_db,48000_common_fitted_db,48000_bank_measured_db,48000_half0_theory_db,48000_half1_theory_db,88200_common_measured_db,88200_common_fitted_db,88200_bank_measured_db,88200_half0_theory_db,88200_half1_theory_db,96000_common_measured_db,96000_common_fitted_db,96000_bank_measured_db,96000_half0_theory_db,96000_half1_theory_db,176400_common_measured_db,176400_common_fitted_db,176400_bank_measured_db,176400_half0_theory_db,176400_half1_theory_db,192000_common_measured_db,192000_common_fitted_db,192000_bank_measured_db,192000_half0_theory_db,192000_half1_theory_db,352800_common_measured_db,352800_common_fitted_db,352800_bank_measured_db,352800_half0_theory_db,352800_half1_theory_db,384000_common_measured_db,384000_common_fitted_db,384000_bank_measured_db,384000_half0_theory_db,384000_half1_theory_db
22.0,0.022304073858088018,0.0005785956131902885,-0.02374596701546554,0.015996836641323203,-0.0010303540367915726,0.0023059540691932803,0.0004888080817862808,-0.008763451705214753,0.013503195409335212,-0.0008697244399006903,0.058714405496880284,0.0005903142138084514,0.020552131370896176,0.015996836641323203,-0.0010303540367915726,0.02794441893786639,0.0004890128360043967,0.021969301334379097,0.013503195409335212,-0.0008697244399006903,0.030809808411314706,0.0005794168905905426,-0.01089276890764046,0.015996836641323203,-0.0010303540367915726,0.03406876342834589,0.0004849380565032509,0.03211813409416564,0.013503195409335212,-0.0008697244399006903,0.019397485100961176,0.0005786898205272542,0.02191140069792788,0.015996836641323203,-0.0010303540367915726,-0.026224901036615383,0.00048796564817522376,0.07435615243224558,0.013503195409335212,-0.0008697244399006903
22.250694392627366,0.022304073858088018,0.0005918572017532691,-0.02374596701546554,0.016363445278339852,-0.0010539698329259646,0.0023059540691932803,0.000500011733380085,-0.008763451705214753,0.013812661472271344,-0.0008896586160523042,0.058714405496880284,0.0006038443933718007,0.020552131370896176,0.016363445278339852,-0.0010539698329259646,0.02794441893786639,0.0005002211807040165,0.021969301334379097,0.013812661472271344,-0.0008896586160523042,0.030809808411314706,0.0005926973028734946,-0.01089276890764046,0.016363445278339852,-0.0010539698329259646,0.03406876342834589,0.0004960530068502345,0.03211813409416564,0.013812661472271344,-0.0008896586160523042,0.019397485100961176,0.000591953568325731,0.02191140069792788,0.016363445278339852,-0.0010539698329259646,-0.026224901036615383,0.0004991499911188511,0.07435615243224558,0.013812661472271344,-0.0008896586160523042
22.50424549791359,0.0327448165240976,0.000605422746714138,0.007196340483687294,0.016738454693177036,-0.0010781269006956888,0.006606767499931795,0.0005114721737603262,0.008504891027057648,0.014129219160273486,-0.0009100496826985557,0.06115271833765373,0.0006176846854568834,0.017472974093086235,0.016738454693177036,-0.0010781269006956888,-0.0018371308457192136,0.0005116864215161711,0.018632246814010288,0.014129219160273486,-0.0009100496826985557,-0.003925955557201703,0.0006062821030773155,0.013413377460215314,0.016738454693177036,-0.0010781269006956888,0.037478308850600356,0.0005074227128685599,0.006382931911147693,0.014129219160273486,-0.0009100496826985557,0.015328114011496807,0.0006055213220480312,0.011872863640462944,0.016738454693177036,-0.0010781269006956888,0.0070367304534941395,0.0005105906802685161,0.09347375470935515,0.014129219160273486,-0.0009100496826985557
22.760685868669803,0.018317050832038988,0.0006192992147293122,0.02708585281469962,0.017122057341658725,-0.0011028376460161698,0.019310556982901593,0.0005231952883315552,0.014754849968791173,0.014453030949831186,-0.0009309081116074973,0.07144868054204562,0.0006318421976589858,0.03082917313426259,0.017122057341658725,-0.0011028376460161698,0.0057257645752164755,0.0005234144466909348,0.038797713061945203,0.014453030949831186,-0.0009309081116074973,0.0031615362576061304,0.0006201782674711862,0.034265853785617195,0.017122057341658725,-0.0011028376460161698,0.01959926711373508,0.0005190530134787396,-0.017053834052422445,0.014453030949831186,-0.0009309081116074973,0.025784763564570823,0.0006194000493740696,0.0015740519345438797,0.017122057341658725,-0.0011028376460161698,0.032744410869420995,0.0005222935909041948,0.14182235202362503,0.014453030949831186,-0.0009309081116074973
23.020048428652906,0.018317050832038988,0.0006334937320606986,0.02708585281469962,0.01751445008724495,-0.0011281147589513548,0.019310556982901593,0.0005351870976045206,0.014754849968791173,0.014784263038917536,-0.0009522446144531704,0.07144868054204562,0.0006463242007239424,0.03082917313426259,0.01751445008724495,-0.0011281147589513548,0.0057257645752164755,0.000535411279175679,0.038797713061945203,0.014784263038917536,-0.0009522446144531704,0.0031615362576061304,0.0006343929327607331,0.034265853785617195,0.01751445008724495,-0.0011281147589513548,0.01959926711373508,0.000530949881532013,-0.017053834052422445,0.014784263038917536,-0.0009522446144531704,0.025784763564570823,0.0006335968778900733,0.0015740519345438797,0.01751445008724495,-0.0011281147589513548,0.032744410869420995,0.0005342647332618394,0.14182235202362503,0.014784263038917536,-0.0009522446144531704
23.282366476792625,0.018317050832038988,0.000648013588320864,0.02708585281469962,0.017915834298306555,-0.0011539712202668754,0.019310556982901593,0.0005474537600785003,0.014754849968791173,0.015123085428795957,-0.000974070148766203,0.07144868054204562,0.0006611381318727251,0.03082917313426259,0.017915834298306555,-0.0011539712202668754,0.0057257645752164755,0.0005476830798850381,0.038797713061945203,0.015123085428795957,-0.000974070148766203,0.0031615362576061304,0.0006489333988091402,0.034265853785617195,0.017915834298306555,-0.0011539712202668754,0.01959926711373508,0.0005431194267100804,-0.017053834052422445,0.015123085428795957,-0.000974070148766203,0.025784763564570823,0.0006481190982744784,0.0015740519345438797,0.017915834298306555,-0.0011539712202668754,0.032744410869420995,0.0005465102551167971,0.14182235202362503,0.015123085428795957,-0.000974070148766203
23.547673691466596,0.002278085210818674,0.0006628662403452992,0.016235751465962636,0.018326415960101435,-0.0011804203083309998,0.01109583957231671,0.0005600015754166399,-0.008210871012640841,0.015469672018808599,-0.0009963959227738005,0.05015688972221494,0.0006762915988683164,0.013758220598608317,0.018326415960101435,-0.0011804203083309998,-0.016445543477577627,0.0005602361511963833,0.017228438717416382,0.015469672018808599,-0.0009963959227738005,-0.00964391643765488,0.0006638071328507536,0.0041413486520637255,0.018326415960101435,-0.0011804203083309998,0.05348304336928503,0.0005555678987409881,0.013099682604497787,0.015469672018808599,-0.0009963959227738005,0.002126479333499076,0.000662974168559755,-0.020670189890178742,0.018326415960101435,-0.0011804203083309998,0.02242654764594017,0.0005590364451944404,0.12499698620874722,0.015469672018808599,-0.0009963959227738005
23.816004134824308,-0.01376088041040164,0.000678059315609362,-0.004734796031947638,0.018746405770305043,-0.001207475605950622,0.025606177381810445,0.0005728369874552987,0.0030158109036183545,0.015824200684231394,-0.0010192334018257008,0.08064751454426183,0.0006917923837448927,0.02561225958897617,0.018746405770305043,-0.001207475605950622,-0.01436091868866016,0.0005730769397740254,0.012043027742790499,0.015824200684231394,-0.0010192334018257008,-0.02929722599666256,0.0006790217734036366,-0.03358098240602081,0.018746405770305043,-0.001207475605950622,0.06799678974402393,0.0005683016906264474,0.0380800649808819,0.015824200684231394,-0.0010192334018257008,-0.004752777036257982,0.000678169717506921,-0.02136297641050397,0.018746405770305043,-0.001207475605950622,0.004531325541739146,0.0005718497364090185,0.11298782900146631,0.015824200684231394,-0.0010192334018257008
24.08739225716025,-0.01376088041040164,0.0006936006166227719,-0.004734796031947638,0.01917601924785914,-0.0012351510069127662,0.025606177381810445,0.0005859665880540913,0.0030158109036183545,0.016186853381226156,-0.001042594314010467,0.08064751454426183,0.0007076484470767769,0.02561225958897617,0.01917601924785914,-0.0012351510069127662,-0.01436091868866016,0.0005862120400026905,0.012043027742790499,0.016186853381226156,-0.001042594314010467,-0.02929722599666256,0.000694585134037286,-0.03358098240602081,0.01917601924785914,-0.0012351510069127662,0.06799678974402393,0.0005813273419345815,0.0380800649808819,0.016186853381226156,-0.001042594314010467,-0.004752777036257982,0.0006937135489460354,-0.02136297641050397,0.01917601924785914,-0.0012351510069127662,0.004531325541739146,0.0005849567091100797,0.11298782900146631,0.016186853381226156,-0.001042594314010467
24.361872901336884,0.01107213468968054,0.0007094981246759119,0.013182982743159613,0.01961547685203159,-0.0012634607238692936,0.019245907066320532,0.0005993971198195138,0.010772585959251013,0.016557816227214594,-0.0010664906560548353,0.03274988232132753,0.0007238679316416193,0.014479219589860093,0.01961547685203159,-0.0012634607238692936,-0.005425569859743161,0.0005996481976001975,0.003690177361799626,0.016557816227214594,-0.0010664906560548353,-0.02478294604792957,0.0007105052072384888,-0.010728163550303038,0.01961547685203159,-0.0012634607238692936,0.06864574636817092,0.0005946515419015997,0.044247866500949584,0.016557816227214594,-0.0010664906560548353,-0.002621084770139448,0.0007096136453836482,-0.011698266052046685,0.01961547685203159,-0.0012634607238692936,0.010184703093860843,0.0005983640943943123,0.12630226162626568,0.016557816227214594,-0.0010664906560548353
